id,name,host_id,neighbourhood,latitude,longitude,room_type,price
36720,"Beautiful 2 rooms flat, Glockenbach",158413,Ludwigsvorstadt-Isarvorstadt,48.13057,11.56929,Entire home/apt,95
49309,Sublet - Apartment with Balcony in Downtown (1),224802,Ludwigsvorstadt-Isarvorstadt,48.12456,11.55567,Private room,40
97945,Deluxw-Apartm. with roof terrace,517685,Hadern,48.11476,11.48782,Entire home/apt,80
114695,Apartment Munich/East with sundeck,581737,Berg am Laim,48.11923,11.63726,Entire home/apt,95
127383,City apartment next to Pinakothek,630556,Maxvorstadt,48.15198,11.56486,Entire home/apt,120
157808,"Near Olympia,English Garden",759734,Schwabing-West,48.16381,11.56089,Private room,35
159634,"Fancy, bright central roof top flat",765694,Pasing-Obermenzing,48.13898,11.46612,Entire home/apt,55
170154,"Own floor & bath, parking & breakfast",108297,Sendling-Westpark,48.10751,11.52733,Private room,55
170815,Your own flat near central station!,814793,Neuhausen-Nymphenburg,48.16132,11.54154,Entire home/apt,65
171749,1min to subway - Wettersteinplatz,819382,Untergiesing-Harlaching,48.10583,11.57843,Private room,55
172672,Cozy guest room in high-end flat.,823913,Schwabing-West,48.16341,11.56366,Private room,54
172977,Beautiful room close to centre,825767,Maxvorstadt,48.14816,11.55449,Private room,67
178114,Cozy Studio Apt in Central Munich,189876,Maxvorstadt,48.15341,11.57267,Entire home/apt,59
179640,GREEN OASIS near center & tradefair,860212,Bogenhausen,48.14574,11.63908,Private room,35
183634,munich all-inclusive camping,880705,Allach-Untermenzing,48.17449,11.44619,Shared room,50
186596,2-room-flat in central location,910486,Au-Haidhausen,48.12198,11.57644,Shared room,85
187359,Charming apartment near City Center,901209,Neuhausen-Nymphenburg,48.15849,11.54106,Private room,69
187386,"bedroom, with 2 single beds and tv",901512,Berg am Laim,48.12199,11.62761,Private room,59
189551,Beautiful Attic Floor Dwelling,914449,Schwanthalerhöhe,48.1354,11.54618,Entire home/apt,120
189582,CLASSY APARTMENT in Munich,914564,Bogenhausen,48.15672,11.64901,Private room,19
189606,"Nice apartment near river ""Isar""",914691,Au-Haidhausen,48.12551,11.58045,Entire home/apt,51
190383,WOW! direct binding to trade fairs,919644,Berg am Laim,48.12452,11.63223,Private room,25
190453,TRADE FAIR WITHIN WALKING DISTANCE!,919721,Tudering-Riem,48.13211,11.69417,Entire home/apt,200
190474,Lovely furnished in Glockenbacharea,919917,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Entire home/apt,180
190529,Beautiful room Glockenbacharea,919917,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,50
190564,Lovely room in Glockenbacharea,919917,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,90
190565,Beautiful in the Glockenbacharea,919917,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,80
190653,Pretty and renovated apartment ,919917,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,60
191405,Single Apartment in Central Munich,925836,Au-Haidhausen,48.12175,11.57879,Entire home/apt,65
191429,Munich City Center for long term,925882,Ludwigsvorstadt-Isarvorstadt,48.12821,11.55607,Private room,32
191535,City apartment in running distance to Oktoberfest,926189,Sendling,48.11468,11.53897,Private room,240
192933,Artist's Studio Glockenbach area,934964,Ludwigsvorstadt-Isarvorstadt,48.13012,11.56642,Shared room,70
193424,Nice apartment with sunny balcony,938363,Schwabing-Freimann,48.15262,11.5846,Entire home/apt,85
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Maxvorstadt,48.15519,11.5715,Private room,46
193477,* Munich- Schwabing- super pretty- room *,938552,Maxvorstadt,48.15617,11.56845,Private room,36
194533,Traumhaftes Ambiente - Neuhausen,944911,Neuhausen-Nymphenburg,48.14822,11.5398,Entire home/apt,120
194638,absolutely centrally located app.,945347,Schwabing-Freimann,48.17141,11.5944,Entire home/apt,120
195293,Stylish Apartment No.24,949632,Schwabing-West,48.164,11.56706,Private room,45
195371,Souterrain-Zimmer mit eigenem Bad,949953,Feldmoching-Hasenbergl,48.19444,11.53349,Private room,29
195388,apartment for 4 people,949998,Ramersdorf-Perlach,48.10141,11.60523,Entire home/apt,75
195444,Modern room in ancient building,950268,Ludwigsvorstadt-Isarvorstadt,48.12092,11.56138,Private room,55
195452,DOWNTOWN 1aFlat in ancient building,950268,Ludwigsvorstadt-Isarvorstadt,48.1214,11.55984,Entire home/apt,95
196127,huge room in the heart of Munich ,954566,Ludwigsvorstadt-Isarvorstadt,48.13274,11.57445,Private room,30
196230,Beautiful room in central location,910486,Au-Haidhausen,48.12022,11.57653,Private room,39
196243,"Beautiful room, central location",910486,Au-Haidhausen,48.12185,11.57651,Private room,45
196265,Beautiful Apartment with Balcony,14870835,Au-Haidhausen,48.12106,11.57525,Entire home/apt,66
197197,"Quiet room, own bath + entrance, 20 min to center",961042,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08941,11.51371,Private room,48
197660,Room for 2 & help with CityVisit,963973,Sendling-Westpark,48.11009,11.5307,Private room,50
198942,Charming quiet room near Michaelipark,971759,Berg am Laim,48.11929,11.64251,Private room,48
198946,CENTRAL LOCATION - best Haidhausen,971795,Ramersdorf-Perlach,48.12325,11.60263,Entire home/apt,65
198990,Apartment in front of the castle,959791,Neuhausen-Nymphenburg,48.16001,11.51108,Entire home/apt,45
199032,Beautiful bright apt. CityCenter Glockenbach,972143,Ludwigsvorstadt-Isarvorstadt,48.1271,11.57233,Entire home/apt,90
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Untergiesing-Harlaching,48.09099,11.55945,Private room,60
199189,Ideal for Fair guests,972712,Bogenhausen,48.15896,11.64821,Private room,25
199256,Nice room in super central location,972992,Maxvorstadt,48.14992,11.56211,Private room,32
199797,5 min. close to ENGLISCHER GARTEN,976495,Schwabing-Freimann,48.16637,11.59016,Entire home/apt,85
199840,Cheerful room in beautiful house,976629,Tudering-Riem,48.11712,11.67722,Private room,49
199850,Sunny room ideal f Octoberfest and Intern. fairs,971759,Berg am Laim,48.11906,11.64244,Private room,108
199922,"3-room apartment, centrally located",976981,Milbertshofen-Am Hart,48.18366,11.56935,Entire home/apt,98
200782,Happy room for happy responsible  Cohousing,982145,Ludwigsvorstadt-Isarvorstadt,48.12533,11.55284,Private room,35
200785,"Happy Double, central, green,",982145,Ludwigsvorstadt-Isarvorstadt,48.12526,11.55195,Private room,32
200791,"Happy cosy room, 3 Stops to Center",982145,Ludwigsvorstadt-Isarvorstadt,48.1259,11.55329,Private room,29
200795,Beautiful room in central location,982145,Ludwigsvorstadt-Isarvorstadt,48.12402,11.55202,Private room,28
200798,Happy Pilgrims  welcome for 39.-,982145,Neuhausen-Nymphenburg,48.15885,11.54291,Shared room,34
200866,Calm situated flat with balcony,982451,Laim,48.13615,11.51131,Entire home/apt,58
201099,HISTORICAL LIVING 4 families/indivi,983151,Untergiesing-Harlaching,48.11803,11.57135,Entire home/apt,130
201829,Beautiful bright flat with balcony,987643,Bogenhausen,48.14143,11.65504,Entire home/apt,55
204547,"Bright apartment at ""Südpark""",1004621,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10129,11.50138,Entire home/apt,55
205381,Classic building apartment at Prinzregentenplaz,1009438,Bogenhausen,48.13909,11.60832,Entire home/apt,129
205393,Comfortable apartment with self-check-in.,1009438,Bogenhausen,48.13909,11.60832,Entire home/apt,64
205401,Modern apartment with self-check-in.,1009438,Bogenhausen,48.13909,11.60832,Entire home/apt,79
205415,Family apartment in best location,1009438,Bogenhausen,48.13909,11.60832,Entire home/apt,89
205431,New York style apartment in Munich,1009438,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,89
206288,"modern, bright & quiet in Giesing",1014517,Obergiesing,48.11013,11.59559,Entire home/apt,120
207713,Penthouse 10 min Munich City Centre,1022468,Neuhausen-Nymphenburg,48.15075,11.53495,Entire home/apt,79
207827,Wonderful spacious 2 roomFlat 80sqm,982145,Neuhausen-Nymphenburg,48.15882,11.54156,Entire home/apt,190
210348,one  quiet nice room in a condo in central munich,1037376,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53
211250,Apartment near Munich Trade Fair,1041289,Tudering-Riem,48.12471,11.69745,Entire home/apt,85
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Neuhausen-Nymphenburg,48.14496,11.5411,Entire home/apt,103
211374,Fairground Riem and swimming lake on foot,1049489,Tudering-Riem,48.13192,11.70239,Entire home/apt,59
211744,München Haar - nearby Munich Fair,1054170,Tudering-Riem,48.11186,11.7104,Private room,45
212482,Nice Room-10min Walk to Octoberfest,1018498,Sendling,48.11932,11.53937,Private room,38
212517,Charming&modern in downsouth Munich,1095945,Sendling-Westpark,48.11822,11.52815,Private room,66
213707,"Stylish, Spacious, Top location!",1101476,Altstadt-Lehel,48.13107,11.56944,Entire home/apt,330
216240,Pension am Jakobsplatz - Room n°1,1116308,Altstadt-Lehel,48.13538,11.57182,Hotel room,180
216241,Pension am Jakobsplatz - Room n°2,1116308,Altstadt-Lehel,48.13655,11.57127,Hotel room,160
216256,Pension am Jakobsplatz - Room n°3,1116308,Altstadt-Lehel,48.13645,11.57277,Hotel room,160
216259,Pension am Jakobsplatz - Room n°4,1116308,Altstadt-Lehel,48.13513,11.57253,Hotel room,180
216449,Attic apartment 3 guests (max. 4),981939,Tudering-Riem,48.12752,11.67584,Shared room,250
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Au-Haidhausen,48.13095,11.59341,Entire home/apt,139
216698,Nice apartment during Oktoberfest,1118456,Untergiesing-Harlaching,48.11497,11.56764,Entire home/apt,200
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Feldmoching-Hasenbergl,48.19444,11.5346,Private room,29
217313,"Munich, city house + garden near Westpark",1122306,Sendling-Westpark,48.12631,11.51334,Entire home/apt,650
218080,Modern apartment in Haidhausen,1041175,Au-Haidhausen,48.12552,11.5966,Entire home/apt,49
218159,Sunny penthouse apartment with a view of a park,1041276,Ramersdorf-Perlach,48.10572,11.60265,Entire home/apt,40
218860,nice apartment near fairground,1078978,Berg am Laim,48.12002,11.64067,Entire home/apt,150
221635,Dachgaleriewohnung über 3 Ebenen,1305537,Untergiesing-Harlaching,48.11979,11.5714,Private room,54
221777,"Close to Octoberfest, but quiet!",1133538,Maxvorstadt,48.15154,11.56084,Entire home/apt,81
222275,comfortable room with gardenview,1153815,Untergiesing-Harlaching,48.0871,11.55124,Private room,42
222924,"Blue Room,1. Floor, Messe Riem",1157644,Tudering-Riem,48.10498,11.69839,Private room,40
223041,1 Room in Munich's South-East,1158541,Ramersdorf-Perlach,48.08623,11.66085,Private room,65
224209,"privat room, center of MUC for woman and couples",1166691,Obergiesing,48.11682,11.5821,Private room,38
225414,Flat incl. garden in Munich Solln,1174395,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0792,11.5113,Entire home/apt,65
225421,Sehr ruhige Wohnung im Gruenen,1174413,Untergiesing-Harlaching,48.08117,11.5518,Entire home/apt,50
226540,Modern 3 Room Apartment in Munich,1011275,Laim,48.13862,11.51153,Entire home/apt,69
226660,Cozy flat -15min to the BAUMA 2019,1181873,Untergiesing-Harlaching,48.10824,11.57287,Entire home/apt,145
227043,Room with seperate bath& entrance,1084590,Obergiesing,48.11604,11.57661,Private room,40
227106,Modern and quiet apartment,1041074,Tudering-Riem,48.11169,11.70114,Entire home/apt,79
227267,Guestroom in Center/Museum Area,1185306,Maxvorstadt,48.14932,11.56167,Private room,54
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Tudering-Riem,48.13013,11.69965,Private room,50
228409,Room in central Munich,1191717,Schwabing-West,48.16573,11.57609,Private room,56
228721,Room in 2-Room -Apartment,1193810,Au-Haidhausen,48.12273,11.57738,Private room,95
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Maxvorstadt,48.14468,11.56131,Entire home/apt,150
228877,bright and modern equippedted flat,1041125,Laim,48.14335,11.49594,Entire home/apt,44
229544,2-room apartment in Munich,1198833,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09371,11.51144,Entire home/apt,75
229545,1-room apartment in Munich,1198833,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09554,11.51121,Entire home/apt,75
230253,Happy Couples and Families welcome,982145,Neuhausen-Nymphenburg,48.15891,11.54248,Private room,58
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Laim,48.14151,11.50382,Private room,120
230414,"Dear happy, experienced travellers,  Be happy!",982145,Neuhausen-Nymphenburg,48.1572,11.54143,Private room,55
230640,Oktoberfest (walking distance) ,1205504,Sendling-Westpark,48.12488,11.53746,Shared room,180
231881,U2 Theresienstr: EUR35 room / night,1212524,Maxvorstadt,48.15335,11.56427,Private room,40
232430,Modern loft apartment,1171020,Tudering-Riem,48.11441,11.69845,Entire home/apt,135
233119,Luxury 2-room apartment (2),1210398,Milbertshofen-Am Hart,48.17939,11.5679,Entire home/apt,99
233332,Guestroom /Close to Oktoberfest,1205504,Sendling-Westpark,48.12465,11.53625,Private room,127
240126,Bright room in a quiet location,1041326,Maxvorstadt,48.14939,11.54813,Entire home/apt,39
240218,Directly loc.t.t. fiera& Metro,1041362,Tudering-Riem,48.12771,11.70279,Private room,69
240797,Nice apartment in central Munich,1263164,Au-Haidhausen,48.13372,11.60868,Entire home/apt,60
242184,Small but cosy - Munich Schwabing,1048869,Schwabing-Freimann,48.1595,11.58842,Private room,42
243209,House with fantastic terrace,1040938,Sendling-Westpark,48.11009,11.50654,Entire home/apt,90
245670,"gemütliches Refugium, stadtnah  ",1293120,Ramersdorf-Perlach,48.09713,11.61156,Private room,49
249179,Gallery flat middle of Munich,1305537,Untergiesing-Harlaching,48.11951,11.57265,Private room,54
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Schwabing-Freimann,48.15958,11.58182,Entire home/apt,130
254653,DREAM city flat with balcony,1040971,Maxvorstadt,48.14807,11.57725,Entire home/apt,59
266180,room near Nymphenburg castle ground,1395678,Pasing-Obermenzing,48.15628,11.46996,Private room,27
280995,Very beautifully furnished 1-room Apartment,1210398,Milbertshofen-Am Hart,48.17959,11.56567,Entire home/apt,99
285938,Chill out in the heart of Munich,1488030,Neuhausen-Nymphenburg,48.14729,11.5351,Private room,40
304221,Wonderful Holidays in top location,987610,Bogenhausen,48.14517,11.61887,Private room,42
309196,Schönes Appartement im Dachgeschoss,1057081,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08213,11.52952,Private room,58
309962,"Beautiful room, central located",892631,Sendling,48.11978,11.54478,Private room,90
311198,Guest First! Munich-Center Led,1600367,Altstadt-Lehel,48.13752,11.58039,Entire home/apt,45
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Obergiesing,48.11691,11.58755,Entire home/apt,49
312866,Nice apartment close to the center,1608712,Neuhausen-Nymphenburg,48.15903,11.5417,Entire home/apt,60
314846,Studio  mit Terrasse Jahrhundertwen,982145,Neuhausen-Nymphenburg,48.15891,11.54169,Private room,49
314862,Peacefull Room for Happy People,982145,Neuhausen-Nymphenburg,48.158,11.54187,Private room,94
315684,Roof Gallery Munich - Luxury flat,1621313,Hadern,48.12991,11.48765,Entire home/apt,150
320196,"nice, bright room with shower",1637920,Ramersdorf-Perlach,48.09768,11.64775,Private room,42
321542,Absolute quiet room,1646639,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09323,11.52293,Private room,42
328231,"Nice Flat, Haidhausen / Ostbahnhof",1677369,Au-Haidhausen,48.13477,11.60306,Entire home/apt,45
329889,charming private garden-apartement,920268,Obergiesing,48.10142,11.59214,Entire home/apt,140
348405,FURNISHED & TOP LOCATED/ LONG TERM RENT PREFERRED,1765606,Maxvorstadt,48.14493,11.56942,Entire home/apt,95
364836,ENJOY MUNICH - SPACIOUS CENTRAL APT,248298,Au-Haidhausen,48.12955,11.60447,Entire home/apt,125
372531,3 Room Apartment at the Oktoberfest,1011275,Laim,48.13866,11.51161,Entire home/apt,199
386068,Oh wow! So quiet in this great neighborhood? YES!,1932695,Schwabing-Freimann,48.16697,11.58443,Entire home/apt,95
392399,"Sunny room, private bathroom and roof top terrace",1962150,Sendling,48.11397,11.54844,Private room,68
400437,Superb apartment in Munich's center,1998587,Ludwigsvorstadt-Isarvorstadt,48.12846,11.57616,Private room,75
406404,Holiday Flat in Munich Schwabing,2024648,Schwabing-West,48.17675,11.58307,Entire home/apt,120
409572,"Familiyflat, center of Munich with 2 lovely cats!",2038571,Schwanthalerhöhe,48.13487,11.54561,Entire home/apt,150
467269,"kleine süsse, superzentrale Wohnung",2320162,Ludwigsvorstadt-Isarvorstadt,48.12678,11.57066,Entire home/apt,80
473201,Sunny room with view on Pariser Platz/Haidhausen,2167620,Au-Haidhausen,48.12807,11.60071,Private room,55
483093,cozy-apartment - *WLAN* PARKING,2391129,Ramersdorf-Perlach,48.09753,11.63951,Entire home/apt,45
483364,Easy to reach/Subway/parking/B&B,2392786,Feldmoching-Hasenbergl,48.20857,11.55338,Private room,49
485613,Cozy flat in the center of Munich,1488030,Neuhausen-Nymphenburg,48.14865,11.53494,Entire home/apt,90
502791,Relaxen im Apartment Fasangarten.,1293120,Ramersdorf-Perlach,48.09854,11.60981,Private room,55
505041,centrally quiet 2 pieces flat,1037376,Ludwigsvorstadt-Isarvorstadt,48.12475,11.56192,Entire home/apt,43
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Sendling-Westpark,48.11461,11.53505,Private room,55
531901,Oktoberfest / 5 min. walk,2614144,Sendling,48.12677,11.53843,Private room,111
532049,Beautifully furnished 1-room Studio,1210398,Milbertshofen-Am Hart,48.17791,11.56621,Entire home/apt,99
538442,München-Schwabing Kino-Event Nacht,2644849,Schwabing-West,48.16237,11.56267,Shared room,1000
539445,"French Quarter, nice room in top location!",2650883,Au-Haidhausen,48.13337,11.6009,Private room,55
539561,Beautiful Maisonette in Munich,2651285,Maxvorstadt,48.1531,11.56137,Entire home/apt,300
544516,OlympiaPark.The balcony of the Alps,2677632,Milbertshofen-Am Hart,48.18116,11.5529,Entire home/apt,112
548958,"White Room & Bathroom,  Messe Riem",1157644,Tudering-Riem,48.10721,11.68784,Private room,49
556122,Ruhiges Gartenzimmer,2735048,Pasing-Obermenzing,48.15604,11.4721,Private room,55
556323,Very calm room in the middle of Mu.,954971,Au-Haidhausen,48.12978,11.5935,Private room,45
565620,Enjoy Philosophy & Life in Munich,982145,Neuhausen-Nymphenburg,48.15944,11.54147,Private room,44
570438,Munich Central Apartment,2806931,Maxvorstadt,48.14768,11.55267,Entire home/apt,100
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Neuhausen-Nymphenburg,48.14592,11.51331,Private room,40
574417,10 min to Oktoberfest: Central… Quiet… Budget⭐⭐⭐⭐⭐,2826600,Laim,48.13471,11.51634,Entire home/apt,52
577095,Apartment on South Park Munich,2838170,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09715,11.51148,Entire home/apt,50
591459,Central luxury apartment!,2918692,Schwabing-West,48.16397,11.56673,Entire home/apt,58
593229,Central room for 3 months,1011037,Au-Haidhausen,48.13607,11.59614,Private room,69
599626,Wir sind ausgebucht - SORRY,2966172,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10368,11.54593,Entire home/apt,177
600567,OKTOBERFEST: Small Apt. Munich Central,2346224,Ludwigsvorstadt-Isarvorstadt,48.13339,11.58039,Entire home/apt,130
601401,Nice Appartment close to Octoberfes,2976054,Laim,48.14284,11.50571,Private room,190
603399,Nice room in spacious shared flat,2987104,Bogenhausen,48.14841,11.61273,Private room,80
609851,Luxury 3 room flat in Schwabing,3024324,Maxvorstadt,48.15621,11.56715,Entire home/apt,200
618795,Your Munich home with a view,3065700,Sendling,48.12011,11.5497,Private room,42
620812,Sunny Oktoberfest flat close to Südpark,2571977,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10012,11.52088,Entire home/apt,249
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Pasing-Obermenzing,48.15995,11.45098,Private room,46
627052,Your room for the Oktoberfest!,3071890,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09857,11.53257,Private room,69
627845,"New family-friendly Apt, 24/7Subway",3117306,Bogenhausen,48.16585,11.64455,Entire home/apt,115
630318,Ruhige Familienwohnung mit Garten ,3133533,Obergiesing,48.11924,11.58369,Entire home/apt,65
632307,Apt modern/central/clean/Wifi/balcony,1058265,Au-Haidhausen,48.1258,11.59261,Entire home/apt,49
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Ramersdorf-Perlach,48.09747,11.6384,Entire home/apt,55
637670,Munich CityCondo Glockenbach,3181349,Ludwigsvorstadt-Isarvorstadt,48.1267,11.56344,Entire home/apt,79
650265,Beautiful sunny city studio to relax!,1027824,Sendling,48.11333,11.54572,Entire home/apt,65
655699,Room for Oktoberfest,3301223,Sendling-Westpark,48.10646,11.50744,Shared room,35
660807,Helles Apart. am Südpark mit Balkon,1079409,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.1015,11.50047,Entire home/apt,42
661006,It s a nice spacious Room in a quiet location.,3337316,Neuhausen-Nymphenburg,48.15455,11.50837,Private room,100
664050,bright and cosy room; central,3353275,Maxvorstadt,48.15373,11.57329,Private room,40
666121,"Privat Room, 5 min. quiet, nice",3367471,Sendling,48.12112,11.54311,Private room,50
666253,"Privat Room, 5 min. to Oktoberfest",3367471,Sendling,48.12127,11.5445,Private room,95
667321,A small guest room in a big house ,3375789,Pasing-Obermenzing,48.12986,11.47169,Private room,15
667967,Charming Flat in Artists Quarter!,3380347,Ludwigsvorstadt-Isarvorstadt,48.13433,11.5651,Entire home/apt,87
668844,wonderful attic near Oktoberfest,3385852,Laim,48.13106,11.49608,Private room,40
669550,Cosy room in the heart of Munich,3390380,Altstadt-Lehel,48.1345,11.58611,Private room,65
670361,"Zentrales, modernes Apartment ",3396665,Untergiesing-Harlaching,48.11438,11.57202,Private room,149
671605,"Room at the University, Schwabing",3404627,Maxvorstadt,48.1458,11.57502,Private room,68
675433,WG-Zimmer in cooler 4er WG,3430900,Sendling-Westpark,48.11791,11.53044,Private room,170
677842,Modern and central room in MUC!,563228,Ludwigsvorstadt-Isarvorstadt,48.13144,11.57314,Private room,50
678103,Modern & central flat with balcony!,563228,Ludwigsvorstadt-Isarvorstadt,48.1313,11.57473,Entire home/apt,165
678953,Oktoberfest - Last Minute Offer,3455688,Obergiesing,48.11446,11.59524,Private room,90
679280,Stylish apartment in Maxvorstadt,3454958,Maxvorstadt,48.14876,11.57674,Entire home/apt,80
681296,Central Stay + Feelgood Factor,695911,Maxvorstadt,48.14482,11.56479,Private room,45
683146,HighEnd Apartment in Center of MUC,1703055,Schwabing-West,48.16096,11.56549,Entire home/apt,99
684989,perfect Oktoberfest flat in Munich,3493008,Schwabing-West,48.1627,11.57502,Entire home/apt,350
686929,Central flat for the Oktoberfest,3505479,Au-Haidhausen,48.12654,11.58865,Entire home/apt,120
688630,"Center, 2min from the Isar river",3515647,Ludwigsvorstadt-Isarvorstadt,48.12764,11.57417,Entire home/apt,85
688938,Cozy room near Oktoberfest,3515076,Neuhausen-Nymphenburg,48.1597,11.54135,Private room,100
689025,Beautiful 2 room apartment Munich,3518780,Milbertshofen-Am Hart,48.18659,11.56979,Entire home/apt,88
689768,Apartment near Engl. Garden,1593494,Schwabing-West,48.16586,11.57754,Entire home/apt,73
692197,Zwei Schöne Zimmer zum Wohlfühlen,3539040,Ramersdorf-Perlach,48.10152,11.65591,Private room,137
692401,live in stylish luxery art nouveau flat,3499095,Pasing-Obermenzing,48.14526,11.46508,Entire home/apt,195
692465,Modern 30sqm room w balcony lounge,3540529,Bogenhausen,48.17434,11.6277,Private room,119
693402,Apartment in the Heart of Munich,3547075,Altstadt-Lehel,48.14138,11.58994,Entire home/apt,129
693627,M on the most beautiful white place,2634855,Au-Haidhausen,48.12721,11.59698,Private room,88
694892,big loft@ Oktoberfest with terrace,3556586,Schwanthalerhöhe,48.13353,11.53391,Entire home/apt,390
695312,Calm big room Oktoberfest Munich,3558858,Milbertshofen-Am Hart,48.18081,11.56852,Private room,85
695613,Beautiful apartment close to the city center,3560875,Obergiesing,48.11502,11.57878,Private room,40
698064,Top Location at the University,3577420,Maxvorstadt,48.15207,11.57832,Entire home/apt,70
698135,"Nice room 5 min from tube, 3 Stops to Munich Fair",3577860,Berg am Laim,48.12673,11.6409,Private room,40
698184,Luxusapartment 100qm,3578237,Schwabing-West,48.15803,11.57609,Entire home/apt,400
700603,"LADIES (or couples) only, please! :o)",3593747,Schwabing-Freimann,48.16713,11.58641,Private room,47
701005,Quiet area - quick in the centre,3596598,Bogenhausen,48.14252,11.62098,Private room,49
701673,Small room in a cosy house,3601541,Ramersdorf-Perlach,48.11786,11.63097,Private room,31
701954, Bed & Breakfast München Schwabing,3603021,Schwabing-Freimann,48.16353,11.58229,Private room,65
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Ludwigsvorstadt-Isarvorstadt,48.12126,11.55996,Entire home/apt,95
703359,Nice apartment in Munich Lochhausen,3612095,Aubing-Lochhausen-Langwied,48.18056,11.40421,Private room,49
703403,Living in the artists' quarter ,3556167,Schwabing-Freimann,48.16073,11.5883,Entire home/apt,125
703539,"Golden Room,1.floor, near Fair Riem",1157644,Tudering-Riem,48.10711,11.69802,Private room,40
703761,"At the Oktoberfest, Quiet & Clean",3613910,Ludwigsvorstadt-Isarvorstadt,48.14109,11.54871,Entire home/apt,60
705120,Mini Loft Munich Central Location !,291856,Au-Haidhausen,48.13493,11.59535,Entire home/apt,199
705732,Fully-equiped apt. 4+1 ppl. Olympic parc/BMW,1174387,Milbertshofen-Am Hart,48.17786,11.56403,Entire home/apt,149
706874,Schöne Unterkunft für's Oktoberfest,3633050,Sendling,48.12225,11.54797,Private room,110
708870,3 rooms for rent for Oktoberfest,3646771,Schwanthalerhöhe,48.14002,11.54624,Entire home/apt,300
709401,Nice room in the centre of Munich,667475,Ludwigsvorstadt-Isarvorstadt,48.13298,11.56681,Private room,60
710489,Luxury loft next to Marienplatz,3657089,Altstadt-Lehel,48.13854,11.57774,Entire home/apt,275
710595,2 Rooms 1 Price (a minute to U2),3671733,Schwabing-West,48.16221,11.56597,Entire home/apt,39
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Schwabing-West,48.16099,11.56796,Entire home/apt,39
710884,4People 2Rooms 1Price&FREEBreakfast,3671733,Schwabing-West,48.16147,11.56936,Entire home/apt,89
710990,Nice Apartment Munich/Pasing ,3659164,Pasing-Obermenzing,48.14687,11.45684,Private room,60
711721,Big sunny 2R penthouse booked until jan 18,3662771,Schwabing-West,48.1608,11.55905,Entire home/apt,100
712477,"20 min by foot to Oktoberfest, quiet backyard",3668042,Au-Haidhausen,48.1256,11.58003,Private room,69
714564,Beautiful flat downtown Munich,3680064,Altstadt-Lehel,48.14048,11.58693,Entire home/apt,129
714837,3rooms 100sqm balcony Isarvorstadt,3675058,Ludwigsvorstadt-Isarvorstadt,48.12307,11.56533,Entire home/apt,333
715397,Muenchen  at its Best,3687969,Schwabing-West,48.16187,11.56917,Private room,60
717444,Zu Fuß zum Oktoberfest!!!,3633050,Sendling,48.12358,11.54789,Private room,110
724514,Comfortable one-room apartment,3745448,Milbertshofen-Am Hart,48.18217,11.55238,Private room,40
727112,"Room w/ own toilet, 1min to U-Bahn",609343,Bogenhausen,48.14811,11.61623,Private room,23
728525,Room in Munich,3779542,Ludwigsvorstadt-Isarvorstadt,48.12995,11.57346,Private room,150
736631,sleep well - in Munich-Hirschgarten,3800942,Neuhausen-Nymphenburg,48.14455,11.51376,Private room,43
