id,name,host_id,neighbourhood,latitude,longitude,room_type,price
8148973,Cozy 40 sqm Apartment f Oktoberfest,43022733,Pasing-Obermenzing,48.14591,11.46618,Entire home/apt,160
8149264,Cozy & spacious flat,3528631,Au-Haidhausen,48.12672,11.6019,Entire home/apt,300
8149636,Studio Apartment near Oktoberfest!!,5435520,Neuhausen-Nymphenburg,48.15475,11.55376,Entire home/apt,150
8155777,"München, Neuhausen / Nymphenburg",7415851,Neuhausen-Nymphenburg,48.15438,11.53037,Entire home/apt,68
8156702,Cozy Room in house,16530945,Laim,48.13541,11.4883,Private room,29
8156989,Apartment for Octoberfest in Munich,43060990,Ludwigsvorstadt-Isarvorstadt,48.12801,11.5739,Entire home/apt,150
8157827,2 Zimmer Wohnung für die Wiesn,38333453,Schwabing-Freimann,48.1762,11.58586,Entire home/apt,98
8159215,Octoberfest room for rent,43067066,Neuhausen-Nymphenburg,48.15321,11.53577,Private room,100
8159802,Wohnung Oktoberfest,43072525,Neuhausen-Nymphenburg,48.15599,11.55061,Entire home/apt,150
8160163,Studio in bester Innenstadtlage,33727205,Ludwigsvorstadt-Isarvorstadt,48.13143,11.56509,Entire home/apt,79
8160321,Room at 15min from Oktoberfest,43074495,Hadern,48.1055,11.47747,Entire home/apt,195
8161668,Perfect for Fair and OCTOBERFEST 2019,43080521,Bogenhausen,48.13568,11.61706,Entire home/apt,109
8162223,Cozy central room in quiet area,6242784,Au-Haidhausen,48.12343,11.58771,Private room,55
8163092,136m2 Design Luxury Appartm best Munich 2 balconys,9660228,Bogenhausen,48.14043,11.6086,Entire home/apt,280
8165985,Casa Borro,43100048,Schwabing-Freimann,48.20425,11.59323,Entire home/apt,160
8175386,Gemütliche Wohnung Bogenhausen,40293975,Bogenhausen,48.14266,11.62062,Entire home/apt,93
8175471,Grosses Zimmer,43146545,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07919,11.48705,Entire home/apt,70
8176524,BEST CHOICE FOR MUNICH,11683592,Obergiesing,48.11082,11.58645,Entire home/apt,149
8176971,Urlaubsvermietung in Neuhausen,43153849,Neuhausen-Nymphenburg,48.15645,11.53866,Private room,60
8176981,Zimmer in 100 qm Wohnung,43148746,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07879,11.50961,Private room,52
8177185,Appart. Mü. Ost 31 qm  an Wochenendheimfahrer,43154758,Tudering-Riem,48.11013,11.69449,Entire home/apt,45
8177511,Cozy room in Bogenhausen,43156031,Bogenhausen,48.13925,11.61144,Private room,100
8177993,Lovely living room for two,43155826,Milbertshofen-Am Hart,48.18639,11.57768,Shared room,50
8180053,Oktoberfest - Room!,35528137,Schwanthalerhöhe,48.13022,11.54381,Private room,80
8180142,apartment,43160868,Altstadt-Lehel,48.13446,11.5773,Entire home/apt,85
8181663,Nice room near Oktoberfest,19941667,Schwabing-West,48.17436,11.56632,Private room,80
8182903,"ICM Messe München - hübsches Zimmer, 8 Min. Fußweg",43169660,Tudering-Riem,48.12995,11.69119,Private room,55
8183076,Großes Privatzimmer in Schwabing,28809941,Schwabing-Freimann,48.16711,11.58859,Private room,80
8184695,Nice Room close Oktoberfest,22143006,Ludwigsvorstadt-Isarvorstadt,48.13855,11.56037,Private room,100
8185032,Private room in nice apartment,8092186,Pasing-Obermenzing,48.1409,11.48654,Private room,49
8185291,Artsy Apartment in Munich close to Octoberfest,43178123,Obergiesing,48.11368,11.58474,Private room,150
8188614,Ruhiges Zimmer in Schwabing,43193671,Schwabing-West,48.17086,11.57877,Private room,40
8188944,Wohnung Englischen Garten/Schwabing,41051085,Schwabing-Freimann,48.16388,11.59614,Entire home/apt,100
8188951,quiet and big central appartment,43189395,Sendling,48.10995,11.55151,Entire home/apt,72
8189310,Bright and Quite Room,32600309,Milbertshofen-Am Hart,48.18262,11.58105,Private room,75
8189645,Gemütliches Zimmer mit Balkon,43149110,Schwabing-West,48.15626,11.57776,Private room,74
8192485,Cozy apartment in the city center,43212714,Schwanthalerhöhe,48.13888,11.54325,Entire home/apt,55
8193958,Oktoberfest - 18sqm double bedroom in Bogenhausen,43219462,Bogenhausen,48.14246,11.62019,Private room,75
8197058,Bergmannstraße 26,42454192,Schwanthalerhöhe,48.13769,11.53768,Private room,24
8197272,Zimmer f. Pärchen o. Geschäftsleute,43237788,Altstadt-Lehel,48.14675,11.59345,Private room,100
8197493,,43237610,Feldmoching-Hasenbergl,48.20326,11.55479,Entire home/apt,105
8197562,freundliches großes Zimmer(zentral),7298106,Maxvorstadt,48.15112,11.56484,Private room,50
8202613,"Smart, modern apartment, Jan 2016!",3122282,Ludwigsvorstadt-Isarvorstadt,48.12797,11.57571,Entire home/apt,50
8203471,Room For Octoberfest!,30728920,Obergiesing,48.10546,11.5896,Shared room,50
8204045,Cozy Bright Apartment in Munich,22956414,Schwabing-West,48.17168,11.56554,Entire home/apt,80
8204395,Apartment Close to Octoberfest!,11958649,Maxvorstadt,48.1548,11.56386,Entire home/apt,100
8204564,City-Luxury (ideal with Children),42892114,Ludwigsvorstadt-Isarvorstadt,48.13084,11.57337,Entire home/apt,280
8205184,Quiet room in central Location,483164,Ludwigsvorstadt-Isarvorstadt,48.12879,11.55901,Entire home/apt,103
8206201,Schlafzimmer im Herzen Münchens,43273255,Au-Haidhausen,48.12998,11.60215,Private room,100
8207247,Central appartm. for 2 persons,41132650,Neuhausen-Nymphenburg,48.14924,11.54338,Entire home/apt,60
8207983,2 Room Apartment near Oktoberfest,26074702,Maxvorstadt,48.1557,11.562,Entire home/apt,147
8208453,Room for Oktoberfest!,32397370,Untergiesing-Harlaching,48.10816,11.57328,Private room,120
8209292,Room for Oktoberfest!,32397370,Untergiesing-Harlaching,48.10981,11.57384,Private room,120
8209695,"2 room-flat, 20min to Octoberfest",43290601,Feldmoching-Hasenbergl,48.21308,11.55352,Entire home/apt,90
8209970,Eine wunderschöne Alltbau Wohnung,43292285,Moosach,48.18771,11.52495,Entire home/apt,169
8210324,Only 25 minutes to the Oktoberfest,22806729,Schwabing-Freimann,48.17559,11.5848,Entire home/apt,200
8210676,Münchner Freiheit - Heart of Schwabing,11544375,Schwabing-Freimann,48.16036,11.59228,Private room,65
8214691,2 Zimmerwohnung 10 min Oktoberfest,43318956,Sendling,48.12093,11.53811,Entire home/apt,200
8215431,2-room-apartment with garden,43071458,Bogenhausen,48.16674,11.64137,Entire home/apt,175
8215776,"Room for 1-4, with Balcony",40974003,Ramersdorf-Perlach,48.11079,11.65008,Private room,98
8216368,Beautiful Munich Apartment - Centrally Located,267107,Ludwigsvorstadt-Isarvorstadt,48.12416,11.56995,Entire home/apt,210
8217102,Oktoberfest - Wiesn,43330778,Schwanthalerhöhe,48.13846,11.54014,Private room,66
8217362,Cozy Apartment in City Centre,43329245,Maxvorstadt,48.15046,11.5783,Entire home/apt,90
8217413,Ruhepol,43332042,Hadern,48.12717,11.49145,Shared room,100
8217666,3 room appartment with garden,43333462,Schwabing-Freimann,48.15929,11.58496,Private room,200
8217738,13qm Zimmer (Okoberfest 5 Gehmin.),8837700,Sendling,48.12339,11.5444,Private room,105
8217926,"Penthouse, 15 mins to City Center",13099793,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08203,11.53205,Entire home/apt,175
8218349,Flat in the center of Munich for 2,11049080,Maxvorstadt,48.15528,11.55817,Entire home/apt,119
8219166,Zimmer 5 Min. Fußweg zur Wiesn,19912721,Ludwigsvorstadt-Isarvorstadt,48.12552,11.55077,Private room,150
8221366,Small Room in Student House,1460126,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07836,11.48929,Shared room,60
8221919,Lovely. Nice and quiet room. Happy,43352699,Untergiesing-Harlaching,48.11739,11.57518,Private room,85
8224091,**** SUPERIOR-Suite 83m² 3R near ICM/Arabellapark,43366149,Bogenhausen,48.15732,11.64273,Entire home/apt,149
8230084,Privatzimmer in Schwabing-West,2032801,Schwabing-West,48.16647,11.57686,Private room,90
8230831,Cute studio close to city center,21474271,Untergiesing-Harlaching,48.10672,11.57917,Entire home/apt,69
8230841,Unrenovierter Altbau zentral,43404497,Neuhausen-Nymphenburg,48.15674,11.53819,Entire home/apt,150
8231086,5 ppl. loft in refurbished townhouse free parking,5558500,Sendling-Westpark,48.10804,11.51204,Entire home/apt,125
8231126,Cool modern flat in central Munich,41912605,Schwabing-West,48.15898,11.57945,Entire home/apt,110
8232199,Cozy and central flat for two,43411738,Maxvorstadt,48.14574,11.55908,Private room,70
8234241,"Big room in city center,Oktoberfest",40778452,Maxvorstadt,48.1467,11.57726,Private room,80
8234669,,43423795,Milbertshofen-Am Hart,48.18295,11.57498,Private room,70
8235230,2 nice  rooms in quiet location,43426714,Ramersdorf-Perlach,48.09729,11.63652,Private room,80
8235326,Nice and cosy room,43426714,Ramersdorf-Perlach,48.09554,11.63706,Private room,39
8235902,Sunny Oktoberfest Apartment,43430766,Schwanthalerhöhe,48.1373,11.5489,Entire home/apt,90
8235920,Oasis in the Heart of Munich,35279151,Au-Haidhausen,48.13762,11.59736,Entire home/apt,93
8236693,Cosy Loft in the heart of Munich -,17536139,Ludwigsvorstadt-Isarvorstadt,48.13195,11.5792,Entire home/apt,380
8237173,Room at 15min from Oktoberfest,43074495,Schwabing-West,48.15828,11.56725,Private room,245
8238549,Nettes 1.Zi-App. im Herzen Münchens,43444662,Neuhausen-Nymphenburg,48.1486,11.53082,Entire home/apt,150
8239036,Schlafplatz für's Oktoberfest! (:,26986835,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09878,11.53814,Shared room,98
8243203,Comfy room very close t Oktoberfest,29590744,Schwanthalerhöhe,48.13852,11.53358,Private room,175
8244869,Your Perfect Octoberfest Room,43022242,Neuhausen-Nymphenburg,48.14771,11.53325,Private room,120
8245264,Sonniges Zimmer im Münchner Norden,43482344,Milbertshofen-Am Hart,48.18543,11.57152,Shared room,50
8245569,Nice flat in Schwabing,34763755,Schwabing-West,48.15828,11.57912,Private room,40
8245659,Zimmer mit Herz,19966762,Bogenhausen,48.14169,11.64545,Private room,80
8245680,"Kleines, gemütliches Zimmer",32041340,Laim,48.14024,11.51553,Private room,100
8246135,Your Perfect Octoberfest Room II,43022242,Neuhausen-Nymphenburg,48.14761,11.53482,Private room,120
8246344,Private room in nice apartement,1189627,Au-Haidhausen,48.13046,11.59602,Private room,150
8246752,bright and spacious apartment,6500399,Au-Haidhausen,48.12418,11.57569,Entire home/apt,80
8246980,Furnished room in the city center,4989211,Au-Haidhausen,48.12262,11.59609,Private room,90
8248170,Super Central 1 Bedroom Modern Flat,11477180,Altstadt-Lehel,48.1367,11.58382,Entire home/apt,150
8248393,München Solln 81479,8951799,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08217,11.53344,Entire home/apt,60
8248691,Rooftop Apartment,43500201,Ludwigsvorstadt-Isarvorstadt,48.12756,11.57597,Shared room,58
8248858,walking distance to Oktoberfest,34434671,Ludwigsvorstadt-Isarvorstadt,48.13557,11.55893,Private room,420
8250879,Apartment/ Room - Oktoberfest 10min,43510802,Neuhausen-Nymphenburg,48.1494,11.53945,Entire home/apt,100
8251742,Apartment for Octoberfest!,30728920,Milbertshofen-Am Hart,48.18084,11.55409,Entire home/apt,50
8251877,Große Altbauwhg. in zentraler Lage,43516533,Neuhausen-Nymphenburg,48.15506,11.54031,Entire home/apt,60
8252026,Bestlage München Altbau,43517272,Altstadt-Lehel,48.13837,11.59091,Private room,180
8252030,"granny flat, 25 Min to Oktoberfest",4165570,Laim,48.13266,11.48524,Entire home/apt,135
8252710,Wiesn-Wochenende 2-3 Nächte – Stadt,43520700,Allach-Untermenzing,48.2011,11.4449,Private room,300
8252836,Schönes großes Appartement,25778874,Neuhausen-Nymphenburg,48.16485,11.53935,Entire home/apt,68
8252887,Großes Zimmer in Schwabing,42708230,Schwabing-West,48.16019,11.56984,Private room,80
8253170,Garsoniera v období Octoberfestu,43522880,Hadern,48.10829,11.47901,Entire home/apt,100
8254151,"PERFECT for Messe/ICM, Sightseeing, Oktoberfest",10026953,Bogenhausen,48.14022,11.62524,Private room,90
8259368,Penthouse Munich Centre,43556275,Schwabing-West,48.17331,11.56286,Entire home/apt,70
8260292,"Wg von Mark, Paul und Max.",43560297,Pasing-Obermenzing,48.14807,11.45849,Private room,140
8261778,Cozy Room near Oktoberfest & City Centre,43566323,Sendling,48.12469,11.54695,Private room,99
8262855,Beautiful Room in East Munich,31968499,Bogenhausen,48.14985,11.62394,Private room,47
8263509,Apartment 2 min from Oktoberfest,33379397,Ludwigsvorstadt-Isarvorstadt,48.12609,11.55195,Entire home/apt,225
8263793,Zum Oktoberfest in 20 Minuten,43570739,Aubing-Lochhausen-Langwied,48.14537,11.42548,Private room,85
8264691,Einzelzimmer im Gärtnerplatzviertel,43578862,Ludwigsvorstadt-Isarvorstadt,48.13121,11.57345,Private room,39
8264974,Großes Zimmer nähe Oktoberfest,21478365,Ludwigsvorstadt-Isarvorstadt,48.12999,11.57098,Private room,150
8268762,Quiet and Easy,43597068,Obergiesing,48.11728,11.59322,Private room,50
8269019,Penthouse-room close to Oktoberfest,7690693,Schwanthalerhöhe,48.13955,11.5369,Private room,300
8269047,Zwischen Flughafen und Innenstadt,6275237,Moosach,48.18773,11.50951,Entire home/apt,120
8269187,2 Rooms Apartment for Oktoberfest,22712605,Neuhausen-Nymphenburg,48.15826,11.54011,Entire home/apt,180
8269407,Nice room in a nice flat,26952119,Laim,48.1293,11.50729,Private room,65
8270686,"Central, calm flat - Glockenbach",43608702,Ludwigsvorstadt-Isarvorstadt,48.12793,11.57081,Private room,65
8271639,Comfortable room for 2 (+1),27595337,Sendling-Westpark,48.11157,11.5243,Private room,50
8272020,Studio for two Persons,43617321,Schwabing-West,48.17022,11.57489,Entire home/apt,110
8273109,Edle und sehr helle Wohnung,6843995,Bogenhausen,48.15741,11.6308,Entire home/apt,149
8279187,Nice room in Student House,1460126,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07788,11.48973,Private room,60
8281053,Large room just next to Oktoberfest,28706778,Ludwigsvorstadt-Isarvorstadt,48.13482,11.54885,Private room,113
8281147,Room close to Oktoberfest,2710244,Sendling,48.1189,11.54351,Private room,85
8281405,Cosy flat in  a quiet neighbourhood,43666973,Pasing-Obermenzing,48.14326,11.44553,Entire home/apt,59
8281634,Vintage Home in the heart of Munich,9055948,Au-Haidhausen,48.12073,11.58045,Entire home/apt,150
8282958,Central MUC: Cozy Room w/ Balcony!,43674327,Ludwigsvorstadt-Isarvorstadt,48.12789,11.55793,Private room,110
8283153,Bright and big room,43426714,Ramersdorf-Perlach,48.09723,11.63799,Private room,42
8283825,Private room with own bathroom,43678419,Berg am Laim,48.12187,11.64028,Private room,41
8284878,,43157190,Ramersdorf-Perlach,48.11761,11.61291,Private room,50
8285996,cozy room in the center of munich,21037539,Ludwigsvorstadt-Isarvorstadt,48.13082,11.5699,Private room,45
8286454,Lovely artsy apartment,6249043,Bogenhausen,48.14997,11.60336,Entire home/apt,40
8286623,Beautiful typical Bavarian Room!!!!,43522599,Au-Haidhausen,48.1275,11.59204,Private room,87
8286853,Zentrale Wohnidylle nahe der Isar,43693194,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10155,11.54547,Entire home/apt,250
8286993,Flat during Octoberfest,43693825,Schwabing-Freimann,48.16653,11.58068,Entire home/apt,150
8287262,Gemütliche Wohnung mit Balkon,13059519,Ramersdorf-Perlach,48.11852,11.60031,Entire home/apt,50
8287851,Oktoberfest! Wiesn 1km !!!,43698247,Sendling,48.12765,11.53857,Private room,75
8287911,Nice room close to the oktoberfest,22143006,Ludwigsvorstadt-Isarvorstadt,48.13666,11.56007,Private room,100
8288141,2 Rooms in Munich near Oktobrfest,43699868,Ramersdorf-Perlach,48.10754,11.65398,Entire home/apt,300
8288450,Schönes Zimmer am Viktualienmarkt,4248548,Altstadt-Lehel,48.13408,11.57707,Private room,210
8288853,Only 15minutes to Oktoberfest!!!,43703388,Sendling-Westpark,48.11669,11.51785,Private room,120
8289527,,42512438,Laim,48.1441,11.49392,Entire home/apt,80
8290620,Wiesn-Zimmer in Schwabing/Oktoberfest Room,43711872,Maxvorstadt,48.1549,11.56315,Private room,80
8291206,Comfy room next to Oktoberfest,43715514,Ludwigsvorstadt-Isarvorstadt,48.12835,11.56158,Private room,80
8291762,2 Rooms 57pm Obersendling Munich!!!,43615641,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0938,11.52175,Entire home/apt,184
8294687,Schönes WG-Zimmer,18174402,Sendling,48.1245,11.5478,Private room,55
8296281,Schönes WG-Zimmer in zentraler Lage,43743373,Neuhausen-Nymphenburg,48.15977,11.54201,Private room,99
8296586,"Gut ausgestattete,  1 Zimmerwohnung",43745840,Neuhausen-Nymphenburg,48.16289,11.54341,Entire home/apt,35
8297123,Design-App-Zentrum-Gärtnerplatz,32954312,Ludwigsvorstadt-Isarvorstadt,48.1293,11.56814,Entire home/apt,66
8297503,Welcome to Bavaria :),38990973,Bogenhausen,48.16806,11.63575,Private room,60
8297586,"Schöne Wohnung,  200m bei der Uni",43741967,Maxvorstadt,48.15404,11.58008,Entire home/apt,100
8298061,Cozy Oktoberfestflat,39236124,Schwabing-West,48.1726,11.58171,Entire home/apt,150
8298440,Spacious room in designer flat+TV+own bathroom,42895052,Schwabing-West,48.15889,11.57582,Private room,69
8299609,Gemütliches Zimmer fürs Oktoberfest,40929762,Bogenhausen,48.14046,11.61356,Private room,99
8299901,Cozy room close to metro station,39432639,Untergiesing-Harlaching,48.1125,11.56731,Private room,98
8300894,kleiner aber gemütlicher Wohnwagen,43767168,Milbertshofen-Am Hart,48.18472,11.55576,Entire home/apt,150
8301205,Nice Apartment for 4 in Central-Muc,35852474,Schwabing-West,48.15924,11.56894,Entire home/apt,200
8301679,Sunny penthouse for Oktoberfest,15971690,Bogenhausen,48.15129,11.62228,Private room,200
8302008,Renoviertes Zimmer 10min zur Wiesn!,43772629,Schwanthalerhöhe,48.13696,11.5416,Private room,120
8303249,Comfortable modern accommodation,27595337,Sendling-Westpark,48.11275,11.52531,Private room,30
8303770,Zentrale 3-Z-Whg. / 5 Min. zum Hbf,43781132,Maxvorstadt,48.15596,11.56232,Entire home/apt,110
8304174,Nice room near the Oktoberfest,43780112,Allach-Untermenzing,48.17481,11.4878,Private room,99
8305393,Wohnung mit Berliner charm isar nah,43789649,Ludwigsvorstadt-Isarvorstadt,48.12465,11.56731,Private room,100
8305758,Accomodation in the heart of Munich,32574698,Maxvorstadt,48.14937,11.56367,Private room,100
8306232,"Modern Living, 7min. Oktoberfest",21795291,Laim,48.13525,11.50072,Entire home/apt,295
8306262,Charming 4 Person Room Oktoberfest,27195351,Obergiesing,48.11332,11.58588,Private room,160
8306661,Oktoberfest room in Munich,38689784,Maxvorstadt,48.15413,11.57463,Private room,50
8307165,Pretty Room in Munich,2943672,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10357,11.54208,Private room,40
8307410,Lovely 2 Persons Room Oktoberfest,27195351,Obergiesing,48.11276,11.58548,Private room,160
8308067,Oktoberfest for two,21145471,Neuhausen-Nymphenburg,48.166,11.53425,Private room,89
8313972,Good infrastucture! Ideal for one or two!,43834064,Laim,48.12935,11.50233,Private room,100
8314508,Cozy room in a historic quarter of munich,1932805,Obergiesing,48.11788,11.58074,Private room,36
8314827,Room for the Oktoberfest,24207240,Laim,48.13227,11.49269,Private room,100
8314897,cosy home in the in-hood Haidhausen,28565711,Au-Haidhausen,48.12556,11.5891,Private room,85
8315710,Nice apartment close to OKTOBERFEST,43840989,Neuhausen-Nymphenburg,48.15214,11.52796,Entire home/apt,140
8316441,Oktoberfest Flat to rent,43844753,Laim,48.1322,11.49387,Entire home/apt,130
8317005,1-Zimmer Apartment Alt Schwabing,2094782,Schwabing-Freimann,48.16294,11.58995,Entire home/apt,95
8317099,Cosy room with a beautiful view,43847721,Moosach,48.18711,11.52518,Private room,40
8319258,Oktoberfest Double room Munich cent,43746695,Schwabing-West,48.16194,11.56861,Private room,135
8319614,Cosy Appartement,28091062,Neuhausen-Nymphenburg,48.157,11.53633,Entire home/apt,70
8320267,Walking distance to Octoberfest,40402199,Ludwigsvorstadt-Isarvorstadt,48.12583,11.5567,Private room,100
8321470,Private room in shared flat,13199921,Ludwigsvorstadt-Isarvorstadt,48.13228,11.58466,Private room,59
8321769,Bungalow im Olympiazentrum,43870339,Milbertshofen-Am Hart,48.18046,11.55284,Entire home/apt,100
8321822,OKTOBERFEST in 15 Min.,43870541,Milbertshofen-Am Hart,48.17881,11.57336,Entire home/apt,173
8322205,Gemütliches Appartm. am Olympiapark,43871765,Milbertshofen-Am Hart,48.17258,11.55973,Entire home/apt,150
8322807,17qm room in the heart of Munich,41060572,Ludwigsvorstadt-Isarvorstadt,48.12579,11.54671,Private room,100
8322863,"Near Odeonsplatz, 6th floor, 65 m2",43874530,Maxvorstadt,48.14454,11.57352,Entire home/apt,420
8323356,Grosszügige 2-Zimmer-Wohnung in MUC,6694378,Maxvorstadt,48.15238,11.57778,Entire home/apt,195
8323644,Cosy little apartment,20716481,Neuhausen-Nymphenburg,48.15652,11.5459,Entire home/apt,133
8323874,Beautiful Room with balcony,43705186,Milbertshofen-Am Hart,48.18804,11.58424,Private room,43
8323936,"Sunny, big room in nice flat",838880,Schwabing-Freimann,48.16147,11.58942,Private room,49
8323955,Apartment close to Octoberfest,39014692,Laim,48.13581,11.49811,Private room,110
8324384,Studio Schlafplatz,43883571,Maxvorstadt,48.15095,11.58363,Private room,35
8325417,Cozy place,31600872,Schwabing-West,48.15866,11.56676,Private room,30
8326948,"Luxus,modern, gut erreichbar",43892013,Au-Haidhausen,48.13819,11.60557,Private room,99
8329637,Centric Luxurious 2 rooms Apartment in Schwabing,21560216,Schwabing-West,48.15736,11.57447,Entire home/apt,34
8330479,Luxury Penthouse Apartment im herzen Münchens,12532044,Au-Haidhausen,48.12946,11.60183,Entire home/apt,370
8330656,Kleines aber feines Zimmerchen,37883172,Laim,48.13824,11.51812,Private room,30
8331006,In the heart of Munich!,8834529,Schwabing-West,48.16941,11.57804,Entire home/apt,180
8332674,Freies Zimmer in München zur Wiesn!,43925662,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10336,11.54758,Private room,98
8332829,2 rooms in central location,21960654,Neuhausen-Nymphenburg,48.14918,11.54397,Entire home/apt,200
8333316,Wiesn Himmel,20342852,Laim,48.14012,11.51206,Private room,45
8333884,modern room in center of munich,43930911,Obergiesing,48.11594,11.58324,Private room,120
8335315,Flat in Munich close to Oktoberfest,43938232,Sendling,48.12397,11.54575,Entire home/apt,69
8336479,"1,5 Apart./Flat Olympiazentrum 1min",43943805,Milbertshofen-Am Hart,48.17958,11.54683,Entire home/apt,89
8336759,Gemütliches Zimmer,43945228,Milbertshofen-Am Hart,48.2011,11.57055,Shared room,80
8339272,Sweet apartment (35 m2) at Westpark,41750859,Laim,48.12772,11.51147,Private room,40
8340186,Schönes Zimmer mit Garten Aussicht,17862167,Bogenhausen,48.15716,11.64879,Private room,80
8344350,Room next to Oktoberfest,43984106,Schwanthalerhöhe,48.13962,11.54354,Private room,80
8344579,1/2 flat next to Oktoberfest,43985302,Schwanthalerhöhe,48.1373,11.54417,Private room,74
8345395,"3C Apartment: Central, Clean, Cozy!",10093528,Au-Haidhausen,48.12546,11.59111,Private room,40
8346146,"Cozy room, prefect for Oktoberfest",9949009,Hadern,48.1094,11.47808,Private room,99
8346185,"Oktoberfest, nice central apartment",43993751,Neuhausen-Nymphenburg,48.14557,11.53272,Entire home/apt,150
8346450,"Excellent area of Munich, Schwabing! Leopoldstr.",13868893,Schwabing-Freimann,48.16604,11.58777,Private room,48
8346753,Zimmer beste verbindung zum Zentrum,30273803,Bogenhausen,48.17563,11.63428,Private room,100
8347117,Cosy Apartment next to Oktoberfest,20538287,Ludwigsvorstadt-Isarvorstadt,48.12507,11.55764,Private room,60
8347442,City Center 15min & Fully equipped,34420870,Untergiesing-Harlaching,48.10566,11.57329,Entire home/apt,69
8348639,WG-Zimmer 5min. von Oktoberfest,44004722,Sendling,48.10859,11.53642,Private room,59
8349072,"apartment,5 min walk to Oktoberfest",40896406,Schwanthalerhöhe,48.1387,11.54099,Entire home/apt,300
8349570,OKTOBERFEST Wohnung zu vermieten!!!,44006905,Berg am Laim,48.1287,11.64536,Entire home/apt,200
8349851,Zimmer zu vermieten,44010366,Ludwigsvorstadt-Isarvorstadt,48.12578,11.55458,Private room,80
8351538,Cozy Souterrain Apartment in München-Oberförhing,585050,Bogenhausen,48.17298,11.6359,Entire home/apt,42
8353173,Gemütliches  Zimmer im Glockenbachviertel,7231926,Ludwigsvorstadt-Isarvorstadt,48.12759,11.56686,Private room,40
8353377,Nice room with air-bed and couch,44029352,Allach-Untermenzing,48.18303,11.47878,Private room,34
8357214,Willkommen in Bavaria!!,43996623,Sendling,48.122,11.54663,Private room,175
8358088,2-BR Apartment close to Oktoberfest,40766815,Sendling-Westpark,48.11682,11.52313,Entire home/apt,40
8358727,,44056648,Au-Haidhausen,48.1261,11.59542,Entire home/apt,130
8358812,Spartanische Oktoberfestunterkunft,44058881,Neuhausen-Nymphenburg,48.15979,11.54353,Private room,60
8359179,central and next to Oktoberfest,34681217,Ludwigsvorstadt-Isarvorstadt,48.13123,11.56517,Entire home/apt,230
8359206,Private Room next to Oktoberfest,23197881,Ludwigsvorstadt-Isarvorstadt,48.12996,11.57244,Private room,120
8360152,Villa Sunshine +Sub 20m ++Parking,44065003,Berg am Laim,48.11888,11.63052,Entire home/apt,150
8360268,10min Oktoberfest/Private Apartment,41731179,Altstadt-Lehel,48.13245,11.57251,Entire home/apt,800
8360358,Central flat 7 min from Oktoberfest,6751422,Ludwigsvorstadt-Isarvorstadt,48.12501,11.552,Entire home/apt,300
8360685,Dachterassenwohnung - Mü.Harlaching,43694258,Untergiesing-Harlaching,48.09447,11.56723,Private room,45
8360961,Nıce room in center,44068745,Maxvorstadt,48.14966,11.55184,Private room,250
8361188,perfect room near centrum,44069801,Neuhausen-Nymphenburg,48.15134,11.54586,Private room,250
8361516,Nettes Zimmer am Gärtnerplatz,44071428,Ludwigsvorstadt-Isarvorstadt,48.1323,11.57488,Private room,70
8361621,Schöne Altbau Wohnung in Haidhausen,44071591,Au-Haidhausen,48.13907,11.6021,Entire home/apt,275
8362137,Room in Schwabing for Oktoberfest!!,16297386,Schwabing-West,48.16199,11.56384,Private room,250
8362193,Unique&Cozy Flat close to the Isar River(Flaucher),19802434,Sendling,48.11402,11.54753,Entire home/apt,49
8362790,München's Herzal - munich's heart,40849608,Ludwigsvorstadt-Isarvorstadt,48.1246,11.56658,Private room,40
8362954,Apartment 14 Minutes to Oktoberfest,44077661,Schwabing-West,48.16662,11.56373,Entire home/apt,790
8363730,100sq Loft in Central Munich,44081956,Untergiesing-Harlaching,48.11452,11.57177,Entire home/apt,110
8364356,Pretty room 17 m²/ Helles Zimmer/15min to center,44085027,Laim,48.14044,11.51126,Private room,45
8364527,20 Min to Octoberfest,24113492,Laim,48.13968,11.51631,Entire home/apt,70
8366057,Simple room in a well located place,44093442,Schwabing-West,48.17378,11.56688,Entire home/apt,85
8366284,Geräumiges  Zimmer. München-Bogenhausen,44094435,Bogenhausen,48.15889,11.6193,Private room,68
8366965,Modern Apartment near Citycenter,44097969,Ludwigsvorstadt-Isarvorstadt,48.13034,11.56131,Entire home/apt,65
8367717,Oktoberfest in the heart of Munich,19968658,Schwabing-West,48.16055,11.56288,Private room,100
8368241,Lovely and bright apartment with balcony,9766587,Maxvorstadt,48.14637,11.56953,Entire home/apt,150
8368243,Cozy room for Christmas markets!,44104605,Sendling,48.12064,11.5413,Private room,50
